step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
363,270168,2904,0.2644200098091769,0.0,0.8226600985221675
364,270944,2912,0.3115602513651188,0.0,0.8196078431372549
365,271528,2920,0.3954792075453432,0.0,0.8046511627906977
366,272432,2928,0.1809673480930149,0.0,0.8292682926829268
367,273080,2936,0.27825399568297876,0.0,0.8241206030150754
368,273600,2944,0.31659569094358947,0.0,0.8170731707317073
369,274376,2952,0.2789659064833913,0.0,0.7897196261682243
370,275216,2960,0.20437677100076065,0.0,0.8492462311557789
371,275864,2968,0.2868369430491814,0.0,0.788235294117647
372,276576,2976,0.22566539889922838,0.0,0.8713692946058091
373,277160,2984,0.26190259652035697,0.0,0.8411764705882353
374,278000,2992,0.2002274043083623,0.0,0.8384279475982532
375,278648,3000,0.2624909498693995,0.0,0.8333333333333334
376,279424,3008,0.27970907189089594,0.0,0.7909604519774012
377,280264,3016,0.33118225384897515,0.0,0.7768924302788844
378,281104,3024,0.27436813089392875,0.0,0.8151260504201681
379,281624,3032,0.3366350670570219,0.0,0.8258426966292135
380,282400,3040,0.22656084946407418,0.0,0.8246445497630331
381,283496,3048,0.1916147336475402,0.0,0.8464285714285714
382,284272,3056,0.18316976726044545,0.0,0.8488372093023255
383,284856,3064,0.2534367507708661,0.0,0.8285714285714286
384,285760,3072,0.2955187542219928,0.0,0.8081180811808119
385,286472,3080,0.30477454201249937,0.0,0.8479087452471483
386,287184,3088,0.31814900952134545,0.125,0.8362068965517241
387,287832,3096,0.29804843310094614,0.0,0.796875
388,288608,3104,0.2506493684789403,0.0,0.8549019607843137
389,289384,3112,0.32308816257765266,0.0,0.7669902912621359
390,290096,3120,0.26505337264722495,0.0,0.7945945945945946
391,290744,3128,0.31742608024127683,0.0,0.7980295566502463
392,291520,3136,0.4202963255342997,0.0,0.7489361702127659
393,292360,3144,0.2793932724263743,0.0,0.8285714285714286
394,293584,3152,0.3097432466355095,0.0,0.7923976608187134
395,294296,3160,0.2389603704903336,0.0,0.8443396226415094
396,295072,3168,0.2310712548417563,0.0,0.825
397,295848,3176,0.22700495340789617,0.0,0.8773584905660378
398,296368,3184,0.2798838087322023,0.125,0.8594594594594595
399,296952,3192,0.2888897759899038,0.0,0.842391304347826
400,297856,3200,0.2630167571080692,0.0,0.78125
401,298376,3208,0.3678613672853872,0.0,0.8054054054054054
402,299344,3216,0.18584402108565035,0.0,0.8232323232323232
403,300120,3224,0.24631423694413437,0.0,0.8021390374331551
404,301024,3232,0.14670260088880113,0.0,0.875
405,301544,3240,0.3606058771702757,0.0,0.8081395348837209
406,302320,3248,0.31195983694803836,0.0,0.7972350230414746
407,302968,3256,0.274964347054637,0.0,0.8212290502793296
408,303808,3264,0.2322990709859561,0.0,0.8226600985221675
409,304456,3272,0.24456096478887668,0.0,0.8146067415730337
410,305040,3280,0.27315929873210915,0.0,0.8212290502793296
411,306136,3288,0.21260247185092518,0.0,0.8664772727272727
412,307168,3296,0.24850484578592807,0.0,0.8376383763837638
413,308072,3304,0.28268767803805334,0.0,0.7757847533632287
414,308592,3312,0.3536955735148332,0.0,0.8219895287958116
415,309496,3320,0.15408761279673497,0.0,0.855
416,310144,3328,0.30631312532720417,0.0,0.7938144329896907
417,310920,3336,0.22895275733009357,0.0,0.8325581395348837
418,311760,3344,0.22175848395445996,0.0,0.8243243243243243
419,312600,3352,0.15631481661819713,0.0,0.8363636363636363
420,313376,3360,0.29192457010530093,0.0,0.7982832618025751
421,313960,3368,0.24539540029728757,0.0,0.848780487804878
422,314864,3376,0.26086382646160616,0.125,0.8099547511312217
423,315576,3384,0.3116381851189535,0.0,0.7823834196891192
424,316096,3392,0.285221281004973,0.0,0.8387096774193549
425,316808,3400,0.23324608720695128,0.0,0.8378378378378378
426,317584,3408,0.2698516305256176,0.0,0.8088235294117647
427,318232,3416,0.2896855380023687,0.0,0.8205128205128205
428,318880,3424,0.2732360568269184,0.0,0.8454545454545455
429,319400,3432,0.28006140513844174,0.0,0.8176795580110497
430,320496,3440,0.17984838614067175,0.0,0.8317307692307693
431,321208,3448,0.286424561273037,0.0,0.801980198019802
432,321792,3456,0.332295714253007,0.0,0.774390243902439
433,322952,3464,0.20713419292146065,0.0,0.8171206225680934
434,323536,3472,0.31073979177046523,0.0,0.8154761904761905
435,324184,3480,0.4610563966054844,0.0,0.8117647058823529
436,324768,3488,0.2766763988736272,0.0,0.8197674418604651
437,325416,3496,0.33226263655701416,0.0,0.8258706467661692
438,326320,3504,0.1769611927050721,0.0,0.8219895287958116
439,326904,3512,0.47374491419522446,0.0,0.7488372093023256
440,327552,3520,0.34301783792567,0.0,0.8221343873517787
441,328136,3528,0.2457799630901001,0.0,0.8587570621468926
442,328848,3536,0.305219789049868,0.0,0.8303571428571429
443,329624,3544,0.23523136874230577,0.0,0.8133971291866029
444,330336,3552,0.2367336634427384,0.0,0.8483412322274881
445,331176,3560,0.23116175884358783,0.0,0.8566433566433567
446,331696,3568,0.542307979794782,0.0,0.7475247524752475
447,332472,3576,0.22857284532489505,0.0,0.8138297872340425
448,333120,3584,0.22369378765769965,0.125,0.8522727272727273
449,333704,3592,0.2956694009340489,0.0,0.8252427184466019
450,334288,3600,0.23664189475703962,0.25,0.8663366336633663
451,334808,3608,0.504593277872855,0.0,0.7878787878787878
452,335456,3616,0.1880879283740794,0.0,0.84472049689441
453,336424,3624,0.23009305405329197,0.0,0.8268398268398268
454,336944,3632,0.433497650335274,0.0,0.8190045248868778
455,337912,3640,0.27708593512034024,0.0,0.8007662835249042
456,338496,3648,0.2666783965322142,0.125,0.8430232558139535
457,339080,3656,0.29774548194996825,0.0,0.8128342245989305
458,340112,3664,0.15808753123202496,0.0,0.8571428571428571
459,340760,3672,0.24564757165942108,0.0,0.8502415458937198
460,341472,3680,0.40291898403367166,0.0,0.7918367346938775
461,342504,3688,0.22814311365950685,0.0,0.8053435114503816
462,343216,3696,0.29541039249033063,0.0,0.8356807511737089
463,343928,3704,0.24397003631534178,0.0,0.8166666666666667
464,344576,3712,0.30770918084547405,0.0,0.82
465,345352,3720,0.2746282932920497,0.0,0.8163265306122449
466,346128,3728,0.2915841325291005,0.0,0.8059071729957806
467,346712,3736,0.19958603126907104,0.0,0.8666666666666667
468,347360,3744,0.39643445381465725,0.0,0.7922077922077922
469,348200,3752,0.2679250564366089,0.0,0.8034934497816594
470,349040,3760,0.25139305540605567,0.0,0.7894736842105263
